STNAME,CTYNAME,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2019,INTERNATIONALMIG2019,DOMESTICMIG2019,NETMIG2019,RESIDUAL2019,GQESTIMATES2019,RBIRTH2019,RDEATH2019,RNATURALINC2019,RINTERNATIONALMIG2019,RDOMESTICMIG2019,RNETMIG2019,Personal income (Thousands of dollars) ,# Firearm Fatalities,County Value,AIAN,Asian,Black,Hispanic,White
Texas,La Salle County,7520,27,92,41,51,21,-45,-24,0,1634,12.25604476,5.461932991,6.79411177,2.797575435,-5.994804503,-3.197229068,304887,11,10,,,,,
Texas,Lavaca County,20154,40,224,241,-17,12,47,59,-2,407,11.12545942,11.96980232,-0.844342903,0.596006755,2.334359789,2.930366544,1140602,13,13,,,,,
Texas,Lee County,17239,142,208,164,44,-9,108,99,-1,488,12.11556384,9.552656104,2.562907735,-0.524231128,6.290773532,5.766542405,950629,,,,,,,
Texas,Leon County,17404,144,196,212,-16,4,155,159,1,107,11.3085622,12.23171013,-0.923147934,0.230786984,8.942995615,9.173782599,714840,16,19,,,,,
Texas,Liberty County,88219,2417,1208,828,380,-7,2050,2043,-6,4886,13.88338189,9.516092885,4.367289005,-0.080450061,23.5603749,23.47992484,3409022,75,18,,,,10,21
Texas,Limestone County,23437,94,253,279,-26,6,114,120,0,1578,10.81658829,11.92817443,-1.111586148,0.25651988,4.873877726,5.130397606,898282,15,13,,,,,
Texas,Lipscomb County,3233,-109,38,34,4,6,-119,-113,0,38,11.55893536,10.34220532,1.216730038,1.825095057,-36.19771863,-34.37262357,280134,,,,,,,
Texas,Live Oak County,12207,59,129,106,23,12,26,38,-2,1128,10.59330733,8.704578115,1.888729214,0.985423938,2.135085198,3.120509136,456215,14,23,,,,,
Texas,Llano County,21795,195,161,348,-187,-4,383,379,3,147,7.420209702,16.03871414,-8.618504436,-0.184353036,17.6518032,17.46745017,1111579,21,20,,,,,
Texas,Loving County,169,21,1,0,1,0,20,20,0,0,6.309148265,0,6.309148265,0,126.1829653,126.1829653,9108,,,,,,,
Texas,Lubbock County,310569,2942,3936,2609,1327,250,1366,1616,-1,12345,12.73382552,8.440688714,4.293136805,0.808804975,4.419310381,5.228115355,13937335,186,12,,,17,7,15
Texas,Lynn County,5951,103,71,43,28,1,75,76,-1,42,12.03491821,7.288753284,4.746164929,0.16950589,12.71294178,12.88244767,266782,,,,,,,
Texas,McCulloch County,7984,2,86,108,-22,3,22,25,-1,96,10.7728924,13.52874859,-2.755856194,0.375798572,2.755856194,3.131654766,312493,,,,,,,
Texas,McLennan County,256623,2427,3460,2231,1229,164,1033,1197,1,8342,13.54687277,8.734992238,4.811880529,0.642106108,4.044485424,4.686591532,10976966,,,,,,,
Texas,McMullen County,743,12,6,6,0,2,11,13,-1,0,8.141112619,8.141112619,0,2.713704206,14.92537313,17.63907734,54669,,,,,,,
Texas,Madison County,14284,-79,170,138,32,10,-121,-111,0,2582,11.86860753,9.634516703,2.23409083,0.698153384,-8.44765595,-7.749502566,461643,,,,,,,
Texas,Marion County,9854,-61,70,138,-68,0,9,9,-2,145,7.081794729,13.96125247,-6.879457737,0,0.910516465,0.910516465,405825,32,17,,,,,
Texas,Martin County,5771,90,86,50,36,0,57,57,-3,40,15.01921062,8.732099197,6.287111422,0,9.954593084,9.954593084,385093,13,4,,,,,
Texas,Mason County,4274,15,34,41,-7,7,15,22,0,3,7.969061292,9.609750381,-1.640689089,1.640689089,3.515762335,5.156451424,206131,,,,,,,
Texas,Matagorda County,36643,77,520,371,149,7,-79,-72,0,380,14.20590365,10.13536587,4.070537775,0.191233318,-2.158204592,-1.966971274,1703339,159,13,,,17,4,16
Texas,Maverick County,58722,446,1042,393,649,79,-283,-204,1,1069,17.8122703,6.718063557,11.09420674,1.350450435,-4.837689533,-3.487239098,1870978,,,,,,,
Texas,Medina County,51584,722,595,454,141,4,578,582,-1,2387,11.61587568,8.863205982,2.752669699,0.078089921,11.28399352,11.36208344,2197376,32,13,,,,,
Texas,Menard County,2138,18,16,26,-10,1,27,28,0,38,7.515265383,12.21230625,-4.697040864,0.469704086,12.68201033,13.15171442,81185,,,,,,,
Texas,Midland County,176832,4327,2998,1140,1858,328,2124,2452,17,1639,17.16394198,6.526649052,10.63729293,1.877842885,12.16017771,14.03802059,24374167,106,13,,,19,7,18
Texas,Milam County,24823,-222,268,285,-17,5,-208,-203,-2,401,10.74837571,11.43017566,-0.681799952,0.200529398,-8.342022941,-8.141493543,927168,17,14,,,,,
Texas,Mills County,4873,-10,30,71,-41,-1,33,32,-1,135,6.150061501,14.55514555,-8.405084051,-0.20500205,6.765067651,6.560065601,197423,,,,,,,
Texas,Mitchell County,8545,20,100,64,36,-1,-14,-15,-1,1845,11.71646163,7.498535442,4.217926186,-0.117164616,-1.640304628,-1.757469244,291107,,,,,,,
Texas,Montague County,19818,234,204,258,-54,-6,294,288,0,216,10.35480433,13.09578194,-2.740977615,-0.304553068,14.92310035,14.61854728,846398,20,20,,,,,
Texas,Montgomery County,607391,17621,7387,4165,3222,942,13423,14365,34,3213,12.34086309,6.958128439,5.382734653,1.573723167,22.42471982,23.99844298,39403353,344,12,,,18,5,14
Texas,Moore County,20940,-143,369,130,239,29,-415,-386,4,142,17.56181139,6.187088023,11.37472337,1.380196559,-19.75108869,-18.37089213,1002329,15,14,,,,,
Texas,Morris County,12388,85,141,153,-12,-2,101,99,-2,132,11.42116561,12.3931797,-0.972014094,-0.162002349,8.181118626,8.019116277,496552,,,,,,,
Texas,Motley County,1200,-32,12,15,-3,0,-28,-28,-1,0,9.868421053,12.33552632,-2.467105263,0,-23.02631579,-23.02631579,39081,,,,,,,
Texas,Nacogdoches County,65204,43,770,604,166,2,-125,-123,0,4817,11.81298662,9.266290799,2.546695816,0.030683082,-1.917692632,-1.88700955,2548397,48,15,,,,,
Texas,Navarro County,50113,577,678,537,141,9,428,437,-1,742,13.60776325,10.77783018,2.829933065,0.180634025,8.590151432,8.770785457,2026267,40,16,,,,,
Texas,Newton County,13595,-156,112,176,-64,0,-94,-94,2,723,8.191325971,12.87208367,-4.680757698,0,-6.874862868,-6.874862868,473982,19,27,,,,,
Texas,Nolan County,14714,-85,187,173,14,15,-115,-100,1,416,12.67238166,11.72364721,0.948734456,1.016501203,-7.793175889,-6.776674686,676064,12,16,,,,,
Texas,Nueces County,362294,268,4467,2976,1491,346,-1571,-1225,2,6783,12.33432737,8.217362492,4.116964877,0.955378838,-4.337861719,-3.38248288,16755502,264,15,,,27,11,23
Texas,Ochiltree County,9836,-30,139,64,75,-6,-100,-106,1,27,14.11024262,6.496802355,7.61344026,-0.609075221,-10.15125368,-10.7603289,593652,,,,,,,
Texas,Oldham County,2112,-6,24,12,12,0,-19,-19,1,277,11.34751773,5.673758865,5.673758865,0,-8.983451537,-8.983451537,112088,,,,,,,
Texas,Orange County,83396,-78,1014,940,74,-3,-147,-150,-2,640,12.15317313,11.26625517,0.88691796,-0.035956134,-1.761850542,-1.797806676,3840830,64,15,,,29,,15
Texas,Palo Pinto County,29189,315,352,343,9,2,304,306,0,273,12.12476104,11.81475294,0.310008095,0.068890688,10.47138453,10.54027522,1249867,16,11,,,,,
Texas,Panola County,23194,52,254,267,-13,15,53,68,-3,376,10.96339779,11.52451658,-0.561118785,0.647444751,2.287638122,2.935082873,1086805,27,23,,,,,
Texas,Parker County,142878,4808,1548,1152,396,35,4369,4404,8,1243,11.01983285,8.200805843,2.819027009,0.249156428,31.10184091,31.35099734,8195882,96,14,,,,,
Texas,Parmer County,9605,-114,137,52,85,19,-219,-200,1,68,14.17925895,5.381908508,8.797350445,1.96646657,-22.66611468,-20.69964811,493978,,,,,,,
Texas,Pecos County,15823,114,189,99,90,-1,25,24,0,2083,11.9878219,6.279335278,5.708486617,-0.063427629,1.585690727,1.522263098,630149,13,16,,,,,
Texas,Polk County,51353,1398,495,641,-146,108,1423,1531,13,4336,9.772179887,12.65447941,-2.882299522,2.132111975,28.09254945,30.22466143,2109985,53,22,,,,,
Texas,Potter County,117415,-1296,1641,1135,506,416,-2221,-1805,3,6627,13.89935882,9.61351143,4.285847387,3.523542515,-18.81199021,-15.28844769,5561661,121,20,,,31,10,28
Texas,Presidio County,6704,-152,95,46,49,19,-221,-202,1,0,14.01179941,6.784660767,7.227138643,2.802359882,-32.59587021,-29.79351032,316483,,,,,,,
Texas,Rains County,12514,367,143,138,5,5,354,359,3,63,11.59725883,11.19176027,0.405498561,0.405498561,28.70929808,29.11479664,443343,,,,,,,
Texas,Randall County,137713,2022,1587,1102,485,66,1474,1540,-3,2295,11.60919372,8.061330485,3.547863235,0.482802007,10.78257816,11.26538017,6891484,99,15,,,,,
Texas,Reagan County,3849,113,57,17,40,38,37,75,-2,33,15.02966381,4.482531312,10.5471325,10.01977587,9.756097561,19.77587343,206582,,,,,,,
Texas,Real County,3452,-25,32,53,-21,1,-5,-4,0,71,9.23654207,15.2980228,-6.061480733,0.28864194,-1.443209698,-1.154567759,127782,,,,,,,
Texas,Red River County,12023,-120,120,178,-58,-4,-55,-59,-3,159,9.93130845,14.73144087,-4.800132417,-0.331043615,-4.551849706,-4.882893321,532792,,,,,,,
Texas,Reeves County,15976,463,186,106,80,51,330,381,2,3136,11.81364921,6.732509765,5.081139446,3.239226397,20.95970021,24.19892661,746398,,,,,,,
Texas,Refugio County,6948,-52,66,51,15,1,-67,-66,-1,129,9.463722398,7.312876398,2.150845999,0.143389733,-9.607112131,-9.463722397,325082,,,,,,,
Texas,Roberts County,854,-44,8,9,-1,0,-45,-45,2,0,9.132420091,10.2739726,-1.141552511,0,-51.36986301,-51.36986301,42475,,,,,,,
Texas,Robertson County,17074,-145,211,170,41,12,-198,-186,0,182,12.30571837,9.914559823,2.391158546,0.699851282,-11.54754615,-10.84769486,748606,10,12,,,,,
Texas,Rockwall County,104915,4369,1067,639,428,64,3871,3935,6,725,10.38639937,6.22015857,4.166240795,0.622989278,37.6811171,38.30410638,6604810,57,12,,,,,
Texas,Runnels County,10264,86,106,123,-17,8,98,106,-3,184,10.37080521,12.03404755,-1.663242344,0.78270228,9.588102925,10.37080521,435975,,,,,,,
Texas,Rusk County,54406,105,562,557,5,-13,117,104,-4,6213,10.33972053,10.24773014,0.091990396,-0.23917503,2.152575271,1.913400241,2086184,41,15,,,21,,16
Texas,Sabine County,10542,-34,100,144,-44,-4,16,12,-2,136,9.470593806,13.63765508,-4.167061275,-0.378823752,1.515295009,1.136471257,388768,,,,,,,
Texas,San Augustine County,8237,-17,78,118,-40,1,23,24,-1,202,9.459705294,14.31083621,-4.85113092,0.121278273,2.789400279,2.910678552,355969,,,,,,,
Texas,San Jacinto County,28859,142,298,315,-17,-10,169,159,0,127,10.35153536,10.94205919,-0.590523829,-0.347366958,5.870501598,5.523134639,1092539,25,18,,,,,
Texas,San Patricio County,66730,59,915,584,331,46,-318,-272,0,500,13.7180381,8.755556555,4.962481541,0.689650003,-4.767580453,-4.07793045,3122738,56,17,,,,10,27
Texas,San Saba County,6055,-5,65,79,-14,7,2,9,0,719,10.73049938,13.04168386,-2.311184482,1.155592241,0.330169212,1.485761453,250916,,,,,,,
Texas,Schleicher County,2793,-87,21,26,-5,0,-81,-81,-1,1,7.403490217,9.166225983,-1.762735766,0,-28.55631941,-28.55631941,119098,,,,,,,
Texas,Scurry County,16703,-109,203,182,21,6,-136,-130,0,1659,12.11397882,10.86080859,1.253170222,0.358048635,-8.115769059,-7.757720424,761275,12,14,,,,,
Texas,Shackelford County,3265,9,29,31,-2,0,11,11,0,11,8.894341359,9.507744211,-0.613402852,0,3.373715688,3.373715688,296375,,,,,,,
Texas,Shelby County,25274,-33,340,296,44,-13,-62,-75,-2,154,13.44378324,11.70399953,1.739783713,-0.514027006,-2.451513414,-2.96554042,1055867,23,18,,,,,
Texas,Sherman County,3022,-79,39,14,25,7,-111,-104,0,29,12.7388535,4.57292177,8.165931733,2.286460885,-36.25673689,-33.97027601,283501,,,,,,,
Texas,Smith County,232751,3002,2969,2177,792,92,2120,2212,-2,5131,12.83891892,9.414054054,3.424864865,0.397837838,9.167567568,9.565405405,13039934,202,18,,,19,8,21
Texas,Somervell County,9128,98,85,105,-20,-2,120,118,0,283,9.362264567,11.56515035,-2.20288578,-0.220288578,13.21731468,12.9970261,434533,10,22,,,,,
Texas,Starr County,64633,384,1178,400,778,-10,-387,-397,3,830,18.2802874,6.207228317,12.07305908,-0.155180708,-6.005493397,-6.160674105,1795224,28,9,,,,,
Texas,Stephens County,9366,-39,108,98,10,-6,-44,-50,1,673,11.50711204,10.4416387,1.065473337,-0.639284002,-4.688082681,-5.327366683,418131,,,,,,,
Texas,Sterling County,1291,-13,12,18,-6,0,-7,-7,0,34,9.248554913,13.87283237,-4.624277457,0,-5.394990366,-5.394990366,81541,,,,,,,
Texas,Stonewall County,1350,-2,10,14,-4,0,3,3,-1,27,7.4019245,10.3626943,-2.9607698,0,2.22057735,2.22057735,77367,,,,,,,
Texas,Sutton County,3776,24,40,30,10,14,1,15,-1,13,10.62699256,7.970244421,2.65674814,3.719447396,0.265674814,3.98512221,237671,,,,,,,
Texas,Swisher County,7397,-16,80,66,14,-2,-27,-29,-1,642,10.80351114,8.912896691,1.89061445,-0.270087779,-3.64618501,-3.916272789,403889,,,,,,,
Texas,Tarrant County,2102515,21069,27512,13796,13716,4856,2546,7402,-49,25670,13.15117421,6.594707742,6.556466468,2.321245346,1.217028553,3.538273899,112155765,1181,12,,5,15,6,14
Texas,Taylor County,138034,740,2062,1423,639,214,-107,107,-6,4893,14.97849837,10.33676197,4.641736402,1.554509531,-0.777254765,0.777254765,6726286,112,16,,,26,12,18
Texas,Terrell County,776,-34,6,8,-2,1,-32,-31,-1,0,7.566204288,10.08827238,-2.522068096,1.261034048,-40.35308953,-39.09205549,38035,,,,,,,
Texas,Terry County,12337,-7,181,119,62,-2,-67,-69,0,1028,14.66715287,9.643045258,5.024107613,-0.162067988,-5.429277582,-5.591345569,469654,,,,,,,
Texas,Throckmorton County,1501,-3,10,11,-1,0,-5,-5,3,13,6.655574043,7.321131448,-0.665557404,0,-3.327787022,-3.327787022,62209,,,,,,,
Texas,Titus County,32750,7,473,264,209,-23,-181,-204,2,451,14.44429176,8.061930283,6.382361474,-0.702365138,-5.527308262,-6.2296734,1243105,24,15,,,,,
Texas,Tom Green County,119200,1186,1498,1071,427,-46,802,756,3,5211,12.62994596,9.029821174,3.600124782,-0.387835457,6.761826874,6.373991417,6164141,79,13,,,,9,16
Texas,Travis County,1273954,27382,15147,6196,8951,4296,13964,18260,171,23055,12.01891986,4.916434109,7.102485751,3.408812288,11.08022691,14.48903919,91228861,506,8,,2,12,5,11
Texas,Trinity County,14651,-37,139,232,-93,9,48,57,-1,142,9.475442244,15.81512662,-6.339684379,0.613517843,3.272095163,3.885613007,548837,18,25,,,,,
Texas,Tyler County,21672,63,187,268,-81,0,145,145,-1,2421,8.641205148,12.38418706,-3.742981909,0,6.700399714,6.700399714,723796,16,15,,,,,
Texas,Upshur County,41753,574,452,437,15,-4,566,562,-3,481,10.90049679,10.53875464,0.36174215,-0.096464573,13.64973713,13.55327256,1588285,44,21,,,,,
Texas,Upton County,3657,20,42,18,24,6,-10,-4,0,63,11.51631478,4.935563477,6.580751302,1.645187826,-2.741979709,-1.096791884,174128,,,,,,,
Texas,Uvalde County,26741,-46,378,253,125,-36,-135,-171,0,561,14.12344941,9.452996563,4.670452847,-1.34509042,-5.044089075,-6.389179495,1131156,15,11,,,,,
Texas,Val Verde County,49025,37,759,379,380,-15,-329,-344,1,1949,15.48774142,7.733667983,7.754073439,-0.306081846,-6.713395162,-7.019477008,1890179,18,7,,,,,
Texas,Van Zandt County,56590,624,635,656,-21,47,602,649,-4,559,11.28327233,11.65641992,-0.373147589,0.835139842,10.69689754,11.53203739,2275372,45,16,,,,,
Texas,Victoria County,92084,206,1175,835,340,25,-156,-131,-3,1881,12.77437732,9.077961753,3.696415564,0.271795262,-1.696002435,-1.424207173,4843221,67,15,,,,10,22
Texas,Walker County,72971,-165,592,593,-1,151,-319,-168,4,17712,8.103650065,8.117338663,-0.013688598,2.06697831,-4.366662788,-2.299684478,2230966,37,10,,,,,
Texas,Waller County,55246,1734,683,336,347,25,1359,1384,3,4672,12.55999559,6.178855808,6.381139778,0.459736295,24.99126501,25.45100131,2376917,28,11,,,,,
Texas,Ward County,11998,289,192,90,102,6,180,186,1,122,16.1977475,7.592694141,8.60505336,0.506179609,15.18538828,15.69156789,654764,,,,,,,
Texas,Washington County,35882,386,364,383,-19,-2,409,407,-2,2536,10.19922105,10.73159797,-0.532376923,-0.056039676,11.46011376,11.40407408,2053296,15,9,,,,,
Texas,Webb County,276652,1532,4735,1378,3357,377,-2208,-1831,6,3608,17.16288612,4.9948167,12.16806942,1.366506456,-8.003305713,-6.636799258,9205187,73,5,,,,,
Texas,Wharton County,41556,57,564,420,144,-15,-70,-85,-2,486,13.58136175,10.11378003,3.467581723,-0.361206429,-1.685630004,-2.046836434,1934672,20,10,,,,,
Texas,Wheeler County,5056,-102,53,64,-11,0,-93,-93,2,40,10.37791267,12.53181907,-2.153906403,0,-18.21029959,-18.21029959,225848,,,,,,,
Texas,Wichita County,132230,423,1585,1363,222,160,45,205,-4,12787,12.00589311,10.32431061,1.681582506,1.211951355,0.340861319,1.552812674,5849640,86,13,,,17,8,15
Texas,Wilbarger County,12769,-8,154,143,11,2,-20,-18,-1,667,12.05668206,11.19549049,0.861191576,0.156580287,-1.565802865,-1.409222579,635974,12,19,,,,,
Texas,Willacy County,21358,-92,252,183,69,5,-168,-163,2,3320,11.77350028,8.549803775,3.223696505,0.233601196,-7.849000187,-7.615398991,597605,,,,,,,
Texas,Williamson County,590551,24088,6685,3009,3676,799,19513,20312,100,4318,11.5556078,5.20131995,6.354287848,1.381141456,33.72992894,35.11107039,31788378,270,10,,,7,4,13
Texas,Wilson County,51070,874,534,415,119,17,740,757,-2,498,10.54648154,8.196235657,2.350245887,0.335749412,14.61497442,14.95072384,2458290,56,23,,,,11,31
Texas,Winkler County,8010,232,127,49,78,21,131,152,2,97,16.08816823,6.20724601,9.880922219,2.66024829,16.59488219,19.25513048,523792,10,26,,,,,
Texas,Wise County,69984,1700,789,635,154,14,1530,1544,2,807,11.41261897,9.185060896,2.227558076,0.20250528,22.13093413,22.33343941,3196519,47,14,,,,,
Texas,Wood County,45539,382,403,647,-244,-4,629,625,1,1761,8.886830731,14.26744289,-5.380612155,-0.088206757,13.87051248,13.78230573,1852024,38,17,,,,,
Texas,Yoakum County,8713,123,151,52,99,48,-24,24,0,54,17.45362076,6.010518407,11.44310235,5.548170837,-2.774085419,2.774085419,386402,,,,,,,
Texas,Young County,18010,24,198,234,-36,9,52,61,-1,254,11.00122236,13.00144461,-2.000222247,0.500055562,2.889209912,3.389265474,929565,17,19,,,,,
Texas,Zapata County,14179,30,214,110,104,-9,-66,-75,1,30,15.10872635,7.766167749,7.342558599,-0.635413725,-4.65970065,-5.295114374,412471,,,,,,,
Texas,Zavala County,11840,-129,153,104,49,-2,-175,-177,-1,413,12.85228275,8.736192196,4.116090554,-0.168003696,-14.70032341,-14.8683271,365390,,,,,,,
Utah,Beaver County,6710,85,112,58,54,23,10,33,-2,37,16.79790026,8.698912636,8.098987627,3.449568804,1.499812523,4.949381327,263927,10,31,,,,,
Utah,Box Elder County,56046,1140,808,377,431,26,680,706,3,335,14.56485688,6.795731488,7.769125388,0.468671137,12.25755282,12.72622395,2256733,36,13,,,,,
Utah,Cache County,128289,1889,2194,561,1633,247,7,254,2,3919,17.22885559,4.405372827,12.82348276,1.939620478,0.054969001,1.99458948,5398580,45,7,,,,,
Utah,Carbon County,20463,230,231,184,47,2,180,182,1,532,11.35246707,9.042657755,2.309809318,0.098289758,8.846078239,8.944367997,823283,22,22,,,,,
Utah,Daggett County,950,-24,6,1,5,0,-30,-30,1,0,6.237006237,1.03950104,5.197505198,0,-31.18503119,-31.18503119,45749,,,,,,,
Utah,Davis County,355481,4380,5406,1724,3682,178,532,710,-12,3023,15.30183333,4.879829942,10.42200339,0.50383395,1.505840794,2.009674744,17330892,160,9,,,,,
Utah,Duchesne County,19938,-5,352,128,224,6,-236,-230,1,253,17.65251624,6.419096813,11.23341942,0.300895163,-11.83520975,-11.53431459,766744,26,26,,,,,
Utah,Emery County,10012,9,110,92,18,-1,-7,-8,-1,43,10.99175618,9.193105171,1.798651012,-0.099925056,-0.699475393,-0.79940045,349654,14,28,,,,,
Utah,Garfield County,5051,49,55,42,13,4,33,37,-1,173,10.94200736,8.355714712,2.586292649,0.795782354,6.565204417,7.36098677,197510,10,40,,,,,
Utah,Grand County,9754,68,108,81,27,-2,43,41,0,143,11.11111111,8.333333333,2.777777778,-0.205761317,4.423868313,4.218106996,572895,,,,,,,
Utah,Iron County,54839,2161,830,323,507,-30,1675,1645,9,1121,15.43941888,6.008352168,9.431066715,-0.558051285,31.15786341,30.59981212,1881822,39,15,,,,,
Utah,Juab County,12017,388,208,79,129,14,245,259,0,122,17.59282754,6.681891229,10.91093631,1.184132623,20.7223209,21.90645352,464471,13,23,,,,,
Utah,Kane County,7886,209,79,66,13,-5,202,197,-1,264,10.15228426,8.481655208,1.670629056,-0.642549637,25.95900533,25.3164557,327551,,,,,,,
Utah,Millard County,13188,201,192,92,100,12,91,103,-2,177,14.67048711,7.029608405,7.640878701,0.916905444,6.953199618,7.870105062,491344,15,23,,,,,
Utah,Morgan County,12124,168,145,46,99,6,65,71,-2,0,12.04318937,3.820598007,8.222591362,0.49833887,5.398671096,5.897009967,680335,,,,,,,
Utah,Piute County,1479,41,15,14,1,0,41,41,-1,37,10.28453891,9.598902983,0.685635927,0,28.11107302,28.11107302,67089,,,,,,,
Utah,Rich County,2483,27,31,11,20,3,4,7,0,1,12.55314841,4.454342984,8.098805426,1.214820814,1.619761085,2.834581899,97208,,,,,,,
Utah,Salt Lake County,1160437,11745,16530,6741,9789,3592,-1604,1988,-32,14692,14.31708666,5.838565104,8.478521555,3.111129781,-1.389268421,1.72186136,64279705,729,13,,6,15,9,14
Utah,San Juan County,15308,-50,186,128,58,1,-109,-108,0,346,12.13069849,8.348007565,3.782690928,0.065218809,-7.108850192,-7.043631383,428549,18,23,,,,,
Utah,Sanpete County,30939,436,373,188,185,10,241,251,0,2919,12.14153185,6.119592461,6.02193939,0.325510237,7.844796719,8.170306956,928772,19,13,,,,,
Utah,Sevier County,21620,123,310,188,122,3,0,3,-2,285,14.37947909,8.720458288,5.659020804,0.139156249,0,0.139156249,787971,28,26,,,,,
Utah,Summit County,42145,255,416,159,257,131,-133,-2,0,115,9.90063664,3.784137562,6.116499078,3.117748557,-3.165347772,-0.047599215,6409341,16,8,,,,,
Utah,Tooele County,72259,2270,1025,353,672,75,1523,1598,0,318,14.41145043,4.963162927,9.448287498,1.054496373,21.41330634,22.46780271,2738607,41,12,,,,,
Utah,Uintah County,35734,329,536,231,305,15,10,25,-1,192,15.06909009,6.494328006,8.574762086,0.421709611,0.281139741,0.702849351,1144541,43,24,,,,,
Utah,Utah County,636235,14715,11884,2419,9465,959,4255,5214,36,14075,18.89716201,3.84653609,15.05062592,1.524939277,6.76602359,8.290962866,27722352,284,9,,,,4,10
Utah,Wasatch County,34091,1024,452,145,307,24,689,713,4,250,13.46079395,4.31817505,9.142618899,0.714732422,20.51877662,21.23350904,2027386,21,13,,,,,
Utah,Washington County,177556,5989,2244,1368,876,57,5028,5085,28,2239,12.85506827,7.836779588,5.018288683,0.326532483,28.80360217,29.13013465,7450087,113,14,,,,,
Utah,Wayne County,2711,40,30,23,7,6,28,34,-1,9,11.14827202,8.547008547,2.601263471,2.229654404,10.40505388,12.63470829,111768,,,,,,,
Utah,Weber County,260213,4516,3774,1621,2153,223,2125,2348,15,2744,14.6304588,6.28404179,8.346417011,0.864491869,8.237870947,9.102362815,11290183,209,17,,,,10,19
Vermont,Addison County,36777,-96,299,341,-42,20,-72,-52,-2,2965,8.119484046,9.260013578,-1.140529532,0.543109301,-1.955193483,-1.412084182,1946057,13,7,,,,,
Vermont,Bennington County,35470,-50,323,447,-124,15,60,75,-1,1473,9.099873222,12.593323,-3.493449782,0.422594732,1.690378927,2.112973658,1964610,23,13,,,,,
Vermont,Caledonia County,29993,-243,272,278,-6,-6,-232,-238,1,1185,9.032193794,9.231433363,-0.199239569,-0.199239569,-7.70393,-7.903169569,1307224,30,20,,,,,
Vermont,Chittenden County,163774,203,1450,1151,299,317,-410,-93,-3,10040,8.859154714,7.032335915,1.8268188,1.936794513,-2.505002368,-0.568207854,10092307,61,7,,,,,
Vermont,Essex County,6163,-71,51,59,-8,1,-64,-63,0,16,8.227797048,9.518431879,-1.290634831,0.161329354,-10.32507865,-10.16374929,247980,,,,,,,
Vermont,Franklin County,49402,144,569,392,177,6,-37,-31,-2,574,11.53456315,7.946482871,3.588080276,0.12162984,-0.750050679,-0.628420839,2404388,26,11,,,,,
Vermont,Grand Isle County,7235,125,68,57,11,0,114,114,0,0,9.480655281,7.947019868,1.533635413,0,15.89403974,15.89403974,436260,,,,,,,
Vermont,Lamoille County,25362,67,228,181,47,4,18,22,-2,738,9.001717433,7.146100243,1.85561719,0.157924867,0.710661903,0.86858677,1398665,13,10,,,,,
Vermont,Orange County,28892,4,255,280,-25,2,31,33,-4,661,8.826583593,9.691934926,-0.865351333,0.069228107,1.073035653,1.142263759,1424586,22,15,,,,,
Vermont,Orleans County,27037,178,247,280,-33,6,207,213,-2,777,9.165800802,10.39038148,-1.224580674,0.222651032,7.681460591,7.904111622,1226446,19,14,,,,,
Vermont,Rutland County,58191,-405,498,669,-171,8,-242,-234,0,2190,8.528346477,11.45675461,-2.928408128,0.13700155,-4.144296882,-4.007295333,3102328,41,14,,,,,
Vermont,Washington County,58409,330,534,534,0,-9,338,329,1,2960,9.168326351,9.168326351,0,-0.154522354,5.803172859,5.648650505,3520789,42,14,,,,,
Vermont,Windham County,42222,-413,348,426,-78,-2,-334,-336,1,1361,8.20203401,10.04042094,-1.838386933,-0.047138126,-7.872067125,-7.919205251,2211863,26,12,,,,,
Vermont,Windsor County,55062,-142,439,539,-100,21,-59,-38,-4,761,7.962563256,9.776358987,-1.81379573,0.380897103,-1.070139481,-0.689242378,3286117,37,13,,,,,
Virginia,Accomack County,32316,-265,384,489,-105,30,-186,-156,-4,430,11.83413717,15.07003405,-3.235896883,0.924541967,-5.732160192,-4.807618226,1606389,25,15,,,,,
Virginia,Albemarle County,109330,953,1061,894,167,133,656,789,-3,6685,9.747045341,8.212873265,1.534172075,1.221825665,6.026448392,7.248274056,5961782.5,45,8,,,,,
Virginia,Alleghany County,14860,-126,121,238,-117,-5,-3,-8,-1,281,8.108289218,15.94853582,-7.840246599,-0.335053273,-0.201031964,-0.536085238,410557.5,10,13,,,,,
Virginia,Amelia County,13145,88,150,150,0,1,88,89,-1,128,11.44950767,11.44950767,0,0.076330051,6.7170445,6.793374552,572792,19,29,,,,,
Virginia,Amherst County,31605,-79,306,382,-76,1,0,1,-4,1400,9.669926844,12.07160802,-2.401681177,0.031601068,0,0.031601068,1189826,22,14,,,,,
Virginia,Appomattox County,15911,30,184,186,-2,9,24,33,-1,56,11.57523905,11.70105687,-0.125817816,0.566180171,1.50981379,2.075993961,621518,17,22,,,,,
Virginia,Arlington County,236842,817,2887,1020,1867,1057,-2110,-1053,3,2924,12.21062159,4.314109464,7.896512127,4.47060167,-8.924285264,-4.453683594,23390078,32,3,,,,,
Virginia,Augusta County,75558,23,534,759,-225,24,228,252,-4,2913,7.068494239,10.04679237,-2.978298134,0.317685134,3.018008776,3.33569391,1848352,48,13,,,,,
