State,County,Average Number of guns
Kentucky,Barren,675.4833333
Kentucky,Bath,675.4833333
Kentucky,Bell,675.4833333
Kentucky,Boone,675.4833333
Kentucky,Bourbon,675.4833333
Kentucky,Boyd,675.4833333
Kentucky,Boyle,675.4833333
Kentucky,Bracken,675.4833333
Kentucky,Breathitt,675.4833333
Kentucky,Breckinridge,675.4833333
Kentucky,Bullitt,675.4833333
Kentucky,Butler,675.4833333
Kentucky,Caldwell,675.4833333
Kentucky,Calloway,675.4833333
Kentucky,Campbell,675.4833333
Kentucky,Carlisle,675.4833333
Kentucky,Carroll,675.4833333
Kentucky,Carter,675.4833333
Kentucky,Casey,675.4833333
Kentucky,Christian,675.4833333
Kentucky,Clark,675.4833333
Kentucky,Clay,675.4833333
Kentucky,Clinton,675.4833333
Kentucky,Crittenden,675.4833333
Kentucky,Cumberland,675.4833333
Kentucky,Daviess,675.4833333
Kentucky,Edmonson,675.4833333
Kentucky,Elliott,675.4833333
Kentucky,Estill,675.4833333
Kentucky,Fayette,675.4833333
Kentucky,Fleming,675.4833333
Kentucky,Floyd,675.4833333
Kentucky,Franklin,675.4833333
Kentucky,Fulton,675.4833333
Kentucky,Gallatin,675.4833333
Kentucky,Garrard,675.4833333
Kentucky,Grant,675.4833333
Kentucky,Graves,675.4833333
Kentucky,Grayson,675.4833333
Kentucky,Green,675.4833333
Kentucky,Greenup,675.4833333
Kentucky,Hancock,675.4833333
Kentucky,Hardin,675.4833333
Kentucky,Harlan,675.4833333
Kentucky,Harrison,675.4833333
Kentucky,Hart,675.4833333
Kentucky,Henderson,675.4833333
Kentucky,Henry,675.4833333
Kentucky,Hickman,675.4833333
Kentucky,Hopkins,675.4833333
Kentucky,Jackson,675.4833333
Kentucky,Jefferson,675.4833333
Kentucky,Jessamine,675.4833333
Kentucky,Johnson,675.4833333
Kentucky,Kenton,675.4833333
Kentucky,Knott,675.4833333
Kentucky,Knox,675.4833333
Kentucky,LaRue,675.4833333
Kentucky,Laurel,675.4833333
Kentucky,Lawrence,675.4833333
Kentucky,Lee,675.4833333
Kentucky,Leslie,675.4833333
Kentucky,Letcher,675.4833333
Kentucky,Lewis,675.4833333
Kentucky,Lincoln,675.4833333
Kentucky,Livingston,675.4833333
Kentucky,Logan,675.4833333
Kentucky,Lyon,675.4833333
Kentucky,McCracken,675.4833333
Kentucky,McCreary,675.4833333
Kentucky,McLean,675.4833333
Kentucky,Madison,675.4833333
Kentucky,Magoffin,675.4833333
Kentucky,Marion,675.4833333
Kentucky,Marshall,675.4833333
Kentucky,Martin,675.4833333
Kentucky,Mason,675.4833333
Kentucky,Meade,675.4833333
Kentucky,Menifee,675.4833333
Kentucky,Mercer,675.4833333
Kentucky,Metcalfe,675.4833333
Kentucky,Monroe,675.4833333
Kentucky,Montgomery,675.4833333
Kentucky,Morgan,675.4833333
Kentucky,Muhlenberg,675.4833333
Kentucky,Nelson,675.4833333
Kentucky,Nicholas,675.4833333
Kentucky,Ohio County,675.4833333
Kentucky,Oldham,675.4833333
Kentucky,Owen,675.4833333
Kentucky,Owsley,675.4833333
Kentucky,Pendleton,675.4833333
Kentucky,Perry,675.4833333
Kentucky,Pike,675.4833333
Kentucky,Powell,675.4833333
Kentucky,Pulaski,675.4833333
Kentucky,Robertson,675.4833333
Kentucky,Rockcastle,675.4833333
Kentucky,Rowan,675.4833333
Kentucky,Russell,675.4833333
Kentucky,Scott,675.4833333
Kentucky,Shelby,675.4833333
Kentucky,Simpson,675.4833333
Kentucky,Spencer,675.4833333
Kentucky,Taylor,675.4833333
Kentucky,Todd,675.4833333
Kentucky,Trigg,675.4833333
Kentucky,Trimble,675.4833333
Kentucky,Union,675.4833333
Kentucky,Warren,675.4833333
Kentucky,Washington County,675.4833333
Kentucky,Wayne,675.4833333
Kentucky,Webster,675.4833333
Kentucky,Whitley,675.4833333
Kentucky,Wolfe,675.4833333
Kentucky,Woodford,675.4833333
Louisiana,Acadia,1825.484375
Louisiana,Allen,1825.484375
Louisiana,Ascension,1825.484375
Louisiana,Assumption,1825.484375
Louisiana,Avoyelles,1825.484375
Louisiana,Beauregard,1825.484375
Louisiana,Bienville,1825.484375
Louisiana,Bossier,1825.484375
Louisiana,Caddo,1825.484375
Louisiana,Calcasieu,1825.484375
Louisiana,Caldwell,1825.484375
Louisiana,Cameron,1825.484375
Louisiana,Catahoula,1825.484375
Louisiana,Claiborne,1825.484375
Louisiana,Concordia,1825.484375
Louisiana,De Soto,1825.484375
Louisiana,East Baton Rouge,1825.484375
Louisiana,East Carroll,1825.484375
Louisiana,East Feliciana,1825.484375
Louisiana,Evangeline,1825.484375
Louisiana,Franklin,1825.484375
Louisiana,Grant,1825.484375
Louisiana,Iberia,1825.484375
Louisiana,Iberville,1825.484375
Louisiana,Jackson,1825.484375
Louisiana,Jefferson,1825.484375
Louisiana,Jefferson Davis,1825.484375
Louisiana,La Salle,1825.484375
Louisiana,Lafayette,1825.484375
Louisiana,Lafourche,1825.484375
Louisiana,Lincoln,1825.484375
Louisiana,Livingston,1825.484375
Louisiana,Madison,1825.484375
Louisiana,Morehouse,1825.484375
Louisiana,Natchitoches,1825.484375
Louisiana,Orleans,1825.484375
Louisiana,Ouachita,1825.484375
Louisiana,Plaquemines,1825.484375
Louisiana,Pointe Coupee,1825.484375
Louisiana,Rapides,1825.484375
Louisiana,Red River,1825.484375
Louisiana,Richland,1825.484375
Louisiana,Sabine,1825.484375
Louisiana,St. Bernard,1825.484375
Louisiana,St. Charles,1825.484375
Louisiana,St. Helena,1825.484375
Louisiana,St. James,1825.484375
Louisiana,St. John The Baptist,1825.484375
Louisiana,St. Landry,1825.484375
Louisiana,St. Martin,1825.484375
Louisiana,St. Mary,1825.484375
Louisiana,St. Tammany,1825.484375
Louisiana,Tangipahoa,1825.484375
Louisiana,Tensas,1825.484375
Louisiana,Terrebonne,1825.484375
Louisiana,Union,1825.484375
Louisiana,Vermilion,1825.484375
Louisiana,Vernon,1825.484375
Louisiana,Washington County,1825.484375
Louisiana,Webster,1825.484375
Louisiana,West Baton Rouge,1825.484375
Louisiana,West Carroll,1825.484375
Louisiana,West Feliciana,1825.484375
Louisiana,Winn,1825.484375
Maine,Androscoggin,960.6875
Maine,Aroostook,960.6875
Maine,Cumberland,960.6875
Maine,Franklin,960.6875
Maine,Hancock,960.6875
Maine,Kennebec,960.6875
Maine,Knox,960.6875
Maine,Lincoln,960.6875
Maine,Oxford,960.6875
Maine,Penobscot,960.6875
Maine,Piscataquis,960.6875
Maine,Sagadahoc,960.6875
Maine,Somerset,960.6875
Maine,Waldo,960.6875
Maine,Washington County,960.6875
Maine,York,960.6875
Maryland,Allegany,4296.208333
Maryland,Anne Arundel,4296.208333
Maryland,Baltimore,4296.208333
Maryland,Baltimore City,4296.208333
Maryland,Calvert,4296.208333
Maryland,Caroline,4296.208333
Maryland,Carroll,4296.208333
Maryland,Cecil,4296.208333
Maryland,Charles,4296.208333
Maryland,Dorchester,4296.208333
Maryland,Frederick,4296.208333
Maryland,Garrett,4296.208333
Maryland,Harford,4296.208333
Maryland,Howard,4296.208333
Maryland,Kent,4296.208333
Maryland,Montgomery,4296.208333
Maryland,Prince George's,4296.208333
Maryland,Queen Anne's,4296.208333
Maryland,St. Mary's,4296.208333
Maryland,Somerset,4296.208333
Maryland,Talbot,4296.208333
Maryland,Washington County,4296.208333
Maryland,Wicomico,4296.208333
Maryland,Worcester,4296.208333
Massachusetts,Barnstable,2653.714286
Massachusetts,Berkshire,2653.714286
Massachusetts,Bristol,2653.714286
Massachusetts,Dukes,2653.714286
Massachusetts,Essex,2653.714286
Massachusetts,Franklin,2653.714286
Massachusetts,Hampden,2653.714286
Massachusetts,Hampshire,2653.714286
Massachusetts,Middlesex,2653.714286
Massachusetts,Nantucket,2653.714286
Massachusetts,Norfolk,2653.714286
Massachusetts,Plymouth,2653.714286
Massachusetts,Suffolk,2653.714286
Massachusetts,Worcester,2653.714286
Michigan,Alcona,792.0722892
Michigan,Alger,792.0722892
Michigan,Allegan,792.0722892
Michigan,Alpena,792.0722892
Michigan,Antrim,792.0722892
Michigan,Arenac,792.0722892
Michigan,Baraga,792.0722892
Michigan,Barry,792.0722892
Michigan,Bay,792.0722892
Michigan,Benzie,792.0722892
Michigan,Berrien,792.0722892
Michigan,Branch,792.0722892
Michigan,Calhoun,792.0722892
Michigan,Cass,792.0722892
Michigan,Charlevoix,792.0722892
Michigan,Cheboygan,792.0722892
Michigan,Chippewa,792.0722892
Michigan,Clare,792.0722892
Michigan,Clinton,792.0722892
Michigan,Crawford,792.0722892
Michigan,Delta,792.0722892
Michigan,Dickinson,792.0722892
Michigan,Eaton,792.0722892
Michigan,Emmet,792.0722892
Michigan,Genesee,792.0722892
Michigan,Gladwin,792.0722892
Michigan,Gogebic,792.0722892
Michigan,Grand Traverse,792.0722892
Michigan,Gratiot,792.0722892
Michigan,Hillsdale,792.0722892
Michigan,Houghton,792.0722892
Michigan,Huron,792.0722892
Michigan,Ingham,792.0722892
Michigan,Ionia,792.0722892
Michigan,Iosco,792.0722892
Michigan,Iron,792.0722892
Michigan,Isabella,792.0722892
Michigan,Jackson,792.0722892
Michigan,Kalamazoo,792.0722892
Michigan,Kalkaska,792.0722892
Michigan,Kent,792.0722892
Michigan,Keweenaw,792.0722892
Michigan,Lake,792.0722892
Michigan,Lapeer,792.0722892
Michigan,Leelanau,792.0722892
Michigan,Lenawee,792.0722892
Michigan,Livingston,792.0722892
Michigan,Luce,792.0722892
Michigan,Mackinac,792.0722892
Michigan,Macomb,792.0722892
Michigan,Manistee,792.0722892
Michigan,Marquette,792.0722892
Michigan,Mason,792.0722892
Michigan,Mecosta,792.0722892
Michigan,Menominee,792.0722892
Michigan,Midland,792.0722892
Michigan,Missaukee,792.0722892
Michigan,Monroe,792.0722892
Michigan,Montcalm,792.0722892
Michigan,Montmorency,792.0722892
Michigan,Muskegon,792.0722892
Michigan,Newaygo,792.0722892
Michigan,Oakland,792.0722892
Michigan,Oceana,792.0722892
Michigan,Ogemaw,792.0722892
Michigan,Ontonagon,792.0722892
Michigan,Osceola,792.0722892
Michigan,Oscoda,792.0722892
Michigan,Otsego,792.0722892
Michigan,Ottawa,792.0722892
Michigan,Presque Isle,792.0722892
Michigan,Roscommon,792.0722892
Michigan,Saginaw,792.0722892
Michigan,St. Clair,792.0722892
Michigan,St. Joseph,792.0722892
Michigan,Sanilac,792.0722892
Michigan,Schoolcraft,792.0722892
Michigan,Shiawassee,792.0722892
Michigan,Tuscola,792.0722892
Michigan,Van Buren,792.0722892
Michigan,Washtenaw,792.0722892
Michigan,Wayne,792.0722892
Michigan,Wexford,792.0722892
Minnesota,Aitkin,911.5747126
Minnesota,Anoka,911.5747126
Minnesota,Becker,911.5747126
Minnesota,Beltrami,911.5747126
Minnesota,Benton,911.5747126
Minnesota,Big Stone,911.5747126
Minnesota,Blue Earth,911.5747126
Minnesota,Brown,911.5747126
Minnesota,Carlton,911.5747126
Minnesota,Carver,911.5747126
Minnesota,Cass,911.5747126
Minnesota,Chippewa,911.5747126
Minnesota,Chisago,911.5747126
Minnesota,Clay,911.5747126
Minnesota,Clearwater,911.5747126
Minnesota,Cook,911.5747126
Minnesota,Cottonwood,911.5747126
Minnesota,Crow Wing,911.5747126
Minnesota,Dakota,911.5747126
Minnesota,Dodge,911.5747126
Minnesota,Douglas,911.5747126
Minnesota,Faribault,911.5747126
Minnesota,Fillmore,911.5747126
Minnesota,Freeborn,911.5747126
Minnesota,Goodhue,911.5747126
Minnesota,Grant,911.5747126
Minnesota,Hennepin,911.5747126
Minnesota,Houston,911.5747126
Minnesota,Hubbard,911.5747126
Minnesota,Isanti,911.5747126
Minnesota,Itasca,911.5747126
Minnesota,Jackson,911.5747126
Minnesota,Kanabec,911.5747126
Minnesota,Kandiyohi,911.5747126
Minnesota,Kittson,911.5747126
Minnesota,Koochiching,911.5747126
Minnesota,Lac Qui Parle,911.5747126
Minnesota,Lake,911.5747126
Minnesota,Lake Of The Wood,911.5747126
Minnesota,Le Sueur,911.5747126
Minnesota,Lincoln,911.5747126
Minnesota,Lyon,911.5747126
Minnesota,Mahnomen,911.5747126
Minnesota,Marshall,911.5747126
Minnesota,Martin,911.5747126
Minnesota,McLeod,911.5747126
Minnesota,Meeker,911.5747126
Minnesota,Mille Lacs,911.5747126
Minnesota,Morrison,911.5747126
Minnesota,Mower,911.5747126
Minnesota,Murray,911.5747126
Minnesota,Nicollet,911.5747126
Minnesota,Nobles,911.5747126
Minnesota,Norman,911.5747126
Minnesota,Olmsted,911.5747126
Minnesota,Otter Tail,911.5747126
Minnesota,Pennington,911.5747126
Minnesota,Pine,911.5747126
Minnesota,Pipestone,911.5747126
Minnesota,Polk,911.5747126
Minnesota,Pope,911.5747126
Minnesota,Ramsey,911.5747126
Minnesota,Red Lake,911.5747126
Minnesota,Redwood,911.5747126
Minnesota,Renville,911.5747126
Minnesota,Rice,911.5747126
Minnesota,Rock,911.5747126
Minnesota,Roseau,911.5747126
Minnesota,St. Louis,911.5747126
Minnesota,Scott,911.5747126
Minnesota,Sherburne,911.5747126
Minnesota,Sibley,911.5747126
Minnesota,Stearns,911.5747126
Minnesota,Steele,911.5747126
Minnesota,Stevens,911.5747126
Minnesota,Swift,911.5747126
Minnesota,Todd,911.5747126
Minnesota,Traverse,911.5747126
Minnesota,Wabasha,911.5747126
Minnesota,Wadena,911.5747126
Minnesota,Waseca,911.5747126
Minnesota,Washington County,911.5747126
Minnesota,Watonwan,911.5747126
Minnesota,Wilkin,911.5747126
Minnesota,Winona,911.5747126
Minnesota,Wright,911.5747126
Minnesota,Yellow Medicine,911.5747126
Mississippi,Adams,432.8536585
Mississippi,Alcorn,432.8536585
Mississippi,Amite,432.8536585
Mississippi,Attala,432.8536585
Mississippi,Benton,432.8536585
Mississippi,Bolivar,432.8536585
Mississippi,Calhoun,432.8536585
Mississippi,Carroll,432.8536585
Mississippi,Chickasaw,432.8536585
Mississippi,Choctaw,432.8536585
Mississippi,Claiborne,432.8536585
Mississippi,Clarke,432.8536585
Mississippi,Clay,432.8536585
Mississippi,Coahoma,432.8536585
Mississippi,Copiah,432.8536585
Mississippi,Covington,432.8536585
Mississippi,De Soto,432.8536585
Mississippi,Forrest,432.8536585
Mississippi,Franklin,432.8536585
Mississippi,George,432.8536585
Mississippi,Greene,432.8536585
Mississippi,Grenada,432.8536585
Mississippi,Hancock,432.8536585
Mississippi,Harrison,432.8536585
Mississippi,Hinds,432.8536585
Mississippi,Holmes,432.8536585
Mississippi,Humphreys,432.8536585
Mississippi,Issaquena,432.8536585
Mississippi,Itawamba,432.8536585
Mississippi,Jackson,432.8536585
Mississippi,Jasper,432.8536585
Mississippi,Jefferson,432.8536585
Mississippi,Jefferson Davis,432.8536585
Mississippi,Jones,432.8536585
Mississippi,Kemper,432.8536585
Mississippi,Lafayette,432.8536585
Mississippi,Lamar,432.8536585
Mississippi,Lauderdale,432.8536585
Mississippi,Lawrence,432.8536585
Mississippi,Leake,432.8536585
Mississippi,Lee,432.8536585
Mississippi,Leflore,432.8536585
Mississippi,Lincoln,432.8536585
Mississippi,Lowndes,432.8536585
Mississippi,Madison,432.8536585
Mississippi,Marion,432.8536585
Mississippi,Marshall,432.8536585
Mississippi,Monroe,432.8536585
Mississippi,Montgomery,432.8536585
Mississippi,Neshoba,432.8536585
Mississippi,Newton,432.8536585
Mississippi,Noxubee,432.8536585
Mississippi,Oktibbeha,432.8536585
Mississippi,Panola,432.8536585
Mississippi,Pearl River,432.8536585
Mississippi,Perry,432.8536585
Mississippi,Pike,432.8536585
Mississippi,Pontotoc,432.8536585
Mississippi,Prentiss,432.8536585
Mississippi,Quitman,432.8536585
Mississippi,Rankin,432.8536585
Mississippi,Scott,432.8536585
Mississippi,Sharkey,432.8536585
Mississippi,Simpson,432.8536585
Mississippi,Smith,432.8536585
Mississippi,Stone,432.8536585
Mississippi,Sunflower,432.8536585
Mississippi,Tallahatchie,432.8536585
Mississippi,Tate,432.8536585
Mississippi,Tippah,432.8536585
Mississippi,Tishomingo,432.8536585
Mississippi,Tunica,432.8536585
Mississippi,Union,432.8536585
Mississippi,Walthall,432.8536585
Mississippi,Warren,432.8536585
Mississippi,Washington County,432.8536585
Mississippi,Wayne,432.8536585
Mississippi,Webster,432.8536585
Mississippi,Wilkinson,432.8536585
Mississippi,Winston,432.8536585
Mississippi,Yalobusha,432.8536585
Mississippi,Yazoo,432.8536585
Missouri,Adair,634.7391304
Missouri,Andrew,634.7391304
Missouri,Atchison,634.7391304
Missouri,Audrain,634.7391304
Missouri,Barry,634.7391304
Missouri,Barton,634.7391304
Missouri,Bates,634.7391304
Missouri,Benton,634.7391304
Missouri,Bollinger,634.7391304
Missouri,Boone,634.7391304
Missouri,Buchanan,634.7391304
Missouri,Butler,634.7391304
Missouri,Caldwell,634.7391304
Missouri,Callaway,634.7391304
Missouri,Camden,634.7391304
Missouri,Cape Girardeau,634.7391304
Missouri,Carroll,634.7391304
Missouri,Carter,634.7391304
Missouri,Cass,634.7391304
Missouri,Cedar,634.7391304
Missouri,Chariton,634.7391304
Missouri,Christian,634.7391304
Missouri,Clark,634.7391304
Missouri,Clay,634.7391304
Missouri,Clinton,634.7391304
Missouri,Cole,634.7391304
Missouri,Cooper,634.7391304
Missouri,Crawford,634.7391304
Missouri,Dade,634.7391304
Missouri,Dallas,634.7391304
Missouri,Daviess,634.7391304
Missouri,De Kalb,634.7391304
Missouri,Dent,634.7391304
Missouri,Douglas,634.7391304
Missouri,Dunklin,634.7391304
Missouri,Franklin,634.7391304
Missouri,Gasconade,634.7391304
Missouri,Gentry,634.7391304
Missouri,Greene,634.7391304
Missouri,Grundy,634.7391304
Missouri,Harrison,634.7391304
Missouri,Henry,634.7391304
Missouri,Hickory,634.7391304
Missouri,Holt,634.7391304
Missouri,Howard,634.7391304
Missouri,Howell,634.7391304
Missouri,Iron,634.7391304
Missouri,Jackson,634.7391304
Missouri,Jasper,634.7391304
Missouri,Jefferson,634.7391304
Missouri,Johnson,634.7391304
Missouri,Knox,634.7391304
Missouri,Laclede,634.7391304
Missouri,Lafayette,634.7391304
Missouri,Lawrence,634.7391304
Missouri,Lewis,634.7391304
Missouri,Lincoln,634.7391304
Missouri,Linn,634.7391304
Missouri,Livingston,634.7391304
Missouri,Macon,634.7391304
Missouri,Madison,634.7391304
Missouri,Maries,634.7391304
Missouri,Marion,634.7391304
Missouri,McDonald,634.7391304
Missouri,Mercer,634.7391304
Missouri,Miller,634.7391304
Missouri,Mississippi County,634.7391304
Missouri,Moniteau,634.7391304
Missouri,Monroe,634.7391304
Missouri,Montgomery,634.7391304
Missouri,Morgan,634.7391304
Missouri,New Madrid,634.7391304
Missouri,Newton,634.7391304
Missouri,Nodaway,634.7391304
Missouri,Oregon County,634.7391304
Missouri,Osage,634.7391304
Missouri,Ozark,634.7391304
Missouri,Pemiscot,634.7391304
Missouri,Perry,634.7391304
Missouri,Pettis,634.7391304
Missouri,Phelps,634.7391304
Missouri,Pike,634.7391304
Missouri,Platte,634.7391304
Missouri,Polk,634.7391304
Missouri,Pulaski,634.7391304
Missouri,Putnam,634.7391304
Missouri,Ralls,634.7391304
Missouri,Randolph,634.7391304
Missouri,Ray,634.7391304
Missouri,Reynolds,634.7391304
Missouri,Ripley,634.7391304
Missouri,St. Charles,634.7391304
Missouri,St. Clair,634.7391304
Missouri,Ste. Genevieve,634.7391304
Missouri,St. Francois,634.7391304
Missouri,St. Louis,634.7391304
Missouri,St. Louis City,634.7391304
Missouri,Saline,634.7391304
Missouri,Schuyler,634.7391304
Missouri,Scotland,634.7391304
Missouri,Scott,634.7391304
Missouri,Shannon,634.7391304
Missouri,Shelby,634.7391304
Missouri,Stoddard,634.7391304
Missouri,Stone,634.7391304
Missouri,Sullivan,634.7391304
Missouri,Taney,634.7391304
Missouri,Texas County,634.7391304
Missouri,Vernon,634.7391304
Missouri,Warren,634.7391304
Missouri,Washington County,634.7391304
Missouri,Wayne,634.7391304
Missouri,Webster,634.7391304
Missouri,Worth,634.7391304
Missouri,Wright,634.7391304
Montana,Beaverhead,395.2321429
Montana,Big Horn,395.2321429
Montana,Blaine,395.2321429
Montana,Broadwater,395.2321429
Montana,Carbon,395.2321429
Montana,Carter,395.2321429
Montana,Cascade,395.2321429
Montana,Chouteau,395.2321429
Montana,Custer,395.2321429
Montana,Daniels,395.2321429
Montana,Dawson,395.2321429
Montana,Deer Lodge,395.2321429
Montana,Fallon,395.2321429
Montana,Fergus,395.2321429
Montana,Flathead,395.2321429
Montana,Gallatin,395.2321429
Montana,Garfield,395.2321429
Montana,Glacier,395.2321429
Montana,Golden Valley,395.2321429
Montana,Granite,395.2321429
Montana,Hill,395.2321429
Montana,Jefferson,395.2321429
Montana,Judith Basin,395.2321429
Montana,Lake,395.2321429
Montana,Lewis And Clark,395.2321429
Montana,Liberty,395.2321429
Montana,Lincoln,395.2321429
Montana,Madison,395.2321429
Montana,McCone,395.2321429
Montana,Meagher,395.2321429
Montana,Mineral,395.2321429
Montana,Missoula,395.2321429
Montana,Musselshell,395.2321429
Montana,Park,395.2321429
Montana,Petroleum,395.2321429
Montana,Phillips,395.2321429
Montana,Pondera,395.2321429
Montana,Powder River,395.2321429
Montana,Powell,395.2321429
Montana,Prairie,395.2321429
Montana,Ravalli,395.2321429
Montana,Richland,395.2321429
Montana,Roosevelt,395.2321429
Montana,Rosebud,395.2321429
Montana,Sanders,395.2321429
Montana,Sheridan,395.2321429
Montana,Silver Bow,395.2321429
Montana,Stillwater,395.2321429
Montana,Sweet Grass,395.2321429
Montana,Teton,395.2321429
Montana,Toole,395.2321429
Montana,Treasure,395.2321429
Montana,Valley,395.2321429
Montana,Wheatland,395.2321429
Montana,Wibaux,395.2321429
Montana,Yellowstone,395.2321429
Nebraska,Adams,239.0752688
Nebraska,Antelope,239.0752688
Nebraska,Arthur,239.0752688
Nebraska,Banner,239.0752688
Nebraska,Blaine,239.0752688
Nebraska,Boone,239.0752688
Nebraska,Box Butte,239.0752688
Nebraska,Boyd,239.0752688
Nebraska,Brown,239.0752688
Nebraska,Buffalo,239.0752688
Nebraska,Burt,239.0752688
Nebraska,Butler,239.0752688
Nebraska,Cass,239.0752688
Nebraska,Cedar,239.0752688
Nebraska,Chase,239.0752688
Nebraska,Cherry,239.0752688
Nebraska,Cheyenne,239.0752688
Nebraska,Clay,239.0752688
Nebraska,Colfax,239.0752688
Nebraska,Cuming,239.0752688
Nebraska,Custer,239.0752688
Nebraska,Dakota,239.0752688
Nebraska,Dawes,239.0752688
Nebraska,Dawson,239.0752688
Nebraska,Deuel,239.0752688
Nebraska,Dixon,239.0752688
Nebraska,Dodge,239.0752688
Nebraska,Douglas,239.0752688
Nebraska,Dundy,239.0752688
Nebraska,Fillmore,239.0752688
Nebraska,Franklin,239.0752688
Nebraska,Frontier,239.0752688
Nebraska,Furnas,239.0752688
Nebraska,Gage,239.0752688
Nebraska,Garden,239.0752688
Nebraska,Garfield,239.0752688
Nebraska,Gosper,239.0752688
Nebraska,Grant,239.0752688
Nebraska,Greeley,239.0752688
Nebraska,Hall,239.0752688
Nebraska,Hamilton,239.0752688
Nebraska,Harlan,239.0752688
Nebraska,Hayes,239.0752688
Nebraska,Hitchcock,239.0752688
Nebraska,Holt,239.0752688
Nebraska,Hooker,239.0752688
Nebraska,Howard,239.0752688
Nebraska,Jefferson,239.0752688
Nebraska,Johnson,239.0752688
Nebraska,Kearney,239.0752688
Nebraska,Keith,239.0752688
Nebraska,Keya Paha,239.0752688
Nebraska,Kimball,239.0752688
Nebraska,Knox,239.0752688
Nebraska,Lancaster,239.0752688
Nebraska,Lincoln,239.0752688
Nebraska,Logan,239.0752688
Nebraska,Loup,239.0752688
Nebraska,McPherson,239.0752688
Nebraska,Madison,239.0752688
Nebraska,Merrick,239.0752688
Nebraska,Morrill,239.0752688
Nebraska,Nance,239.0752688
Nebraska,Nemaha,239.0752688
Nebraska,Nuckolls,239.0752688
Nebraska,Otoe,239.0752688
Nebraska,Pawnee,239.0752688
Nebraska,Perkins,239.0752688
Nebraska,Phelps,239.0752688
Nebraska,Pierce,239.0752688
Nebraska,Platte,239.0752688
Nebraska,Polk,239.0752688
Nebraska,Red Willow,239.0752688
Nebraska,Richardson,239.0752688
Nebraska,Rock,239.0752688
Nebraska,Saline,239.0752688
Nebraska,Sarpy,239.0752688
Nebraska,Saunders,239.0752688
Nebraska,Scotts Bluff,239.0752688
Nebraska,Seward,239.0752688
Nebraska,Sheridan,239.0752688
Nebraska,Sherman,239.0752688
Nebraska,Sioux,239.0752688
Nebraska,Stanton,239.0752688
Nebraska,Thayer,239.0752688
Nebraska,Thomas,239.0752688
Nebraska,Thurston,239.0752688
Nebraska,Valley,239.0752688
Nebraska,Washington County,239.0752688
Nebraska,Wayne,239.0752688
Nebraska,Webster,239.0752688
Nebraska,Wheeler,239.0752688
Nebraska,York,239.0752688
Nevada,Carson City,4522.823529
Nevada,Churchill,4522.823529
Nevada,Clark,4522.823529
Nevada,Douglas,4522.823529
Nevada,Elko,4522.823529
Nevada,Esmeralda,4522.823529
Nevada,Eureka,4522.823529
Nevada,Humboldt,4522.823529
Nevada,Lander,4522.823529
Nevada,Lincoln,4522.823529
Nevada,Lyon,4522.823529
Nevada,Mineral,4522.823529
Nevada,Nye,4522.823529
Nevada,Pershing,4522.823529
Nevada,Storey,4522.823529
Nevada,Washoe,4522.823529
Nevada,White Pine,4522.823529
New Hampshire,Belknap,6413.5
New Hampshire,Carroll,6413.5
New Hampshire,Cheshire,6413.5
New Hampshire,Coos,6413.5
New Hampshire,Grafton,6413.5
New Hampshire,Hillsborough,6413.5
New Hampshire,Merrimack,6413.5
New Hampshire,Rockingham,6413.5
New Hampshire,Strafford,6413.5
New Hampshire,Sullivan,6413.5
New Jersey,Atlantic,2738.333333
New Jersey,Bergen,2738.333333
New Jersey,Burlington,2738.333333
New Jersey,Camden,2738.333333
New Jersey,Cape May,2738.333333
New Jersey,Cumberland,2738.333333
New Jersey,Essex,2738.333333
New Jersey,Gloucester,2738.333333
New Jersey,Hudson,2738.333333
New Jersey,Hunterdon,2738.333333
New Jersey,Mercer,2738.333333
New Jersey,Middlesex,2738.333333
New Jersey,Monmouth,2738.333333
New Jersey,Morris,2738.333333
New Jersey,Ocean,2738.333333
New Jersey,Passaic,2738.333333
New Jersey,Salem,2738.333333
New Jersey,Somerset,2738.333333
New Jersey,Sussex,2738.333333
New Jersey,Union,2738.333333
New Jersey,Warren,2738.333333
New Mexico,Bernalillo,2956.969697
New Mexico,Catron,2956.969697
New Mexico,Chaves,2956.969697
New Mexico,Cibola,2956.969697
New Mexico,Colfax,2956.969697
New Mexico,Curry,2956.969697
New Mexico,De Baca,2956.969697
New Mexico,Dona Ana,2956.969697
New Mexico,Eddy,2956.969697
New Mexico,Grant,2956.969697
New Mexico,Guadalupe,2956.969697
New Mexico,Harding,2956.969697
New Mexico,Hidalgo,2956.969697
New Mexico,Lea,2956.969697
New Mexico,Lincoln,2956.969697
New Mexico,Los Alamos,2956.969697
New Mexico,Luna,2956.969697
New Mexico,McKinley,2956.969697
New Mexico,Mora,2956.969697
New Mexico,Otero,2956.969697
New Mexico,Quay,2956.969697
New Mexico,Rio Arriba,2956.969697
New Mexico,Roosevelt,2956.969697
New Mexico,Sandoval,2956.969697
New Mexico,San Juan,2956.969697
New Mexico,San Miguel,2956.969697
New Mexico,Santa Fe,2956.969697
New Mexico,Sierra,2956.969697
New Mexico,Socorro,2956.969697
New Mexico,Taos,2956.969697
New Mexico,Torrance,2956.969697
New Mexico,Union,2956.969697
New Mexico,Valencia,2956.969697
New York,Albany,1229.145161
New York,Allegany,1229.145161
New York,Bronx,1229.145161
New York,Broome,1229.145161
